ConvId,utterance0,utterance1,utterance2,utterance3,utterance4,utterance5,utterance6,utterance7,utterance8,utterance9,utterance10,utterance11,utterance12,utterance13,utterance14,utterance15,utterance16,utterance17,utterance18,utterance19,utterance20,utterance21,understanding,task-completion,interest-arousal,efficiency,dialogue-overall,justification-text
3G,USER	hi!,SYSTEM	Hi there. What types of movie genre do you like?,USER	i like really funny but also intelligent movies witty and clever,"SYSTEM	What about ""Toy Story (1995)"" ?","USER	no, that's for kids, right?","SYSTEM	How about ""Hitch  (2005)"" ?",USER	i've never heard of that. what is it about?,SYSTEM	Really? It is an amazing film played by Will Smith who works as a coach hooking people up.Funny and witty at the same time.,"USER	what do you mean by 'hooking people up' like, love connections?","SYSTEM	Exactly,romance",USER	i don't like romantic stuff that much... too mushy!,"SYSTEM	Movie starts off with Will Smith narrating and he teaches an overweight guy how to stand, talk, dance. Very funny.What else do you like?",USER	anything with a strong woman protagonist,SYSTEM	Oh,USER	have something good in mind?,"SYSTEM	How about ""The Proposal  (2009)"" ?",USER	what's that about?,SYSTEM	Oh my you don't watch a lot of movies do you miss?,USER	miss? did you miss something? are you assuming i'm a woman? a 'miss',"SYSTEM	sir?Sorry how about the ""Gravity  (2013)"" ?","USER	also, it's Ms. and has been since the 1970s. Gravity sounds like an action movie, is it?",SYSTEM I think so anyways bye!,2.0,1.0,1.0,1.0,2.0,The system behaved in a very condescending way to the user.
BM,"SYSTEM	Hi, what type of movie are you interested in?","USER	Can you recommend me some films along the lines of ""Lethal Weapon (1987)"" Something action packed I like Danny Glover films and I guess mel gibson films too","SYSTEM	Ok, what about ""The Last Boy Scout (1991)""",USER	I've never hard of that one.,"SYSTEM	""Payback  (1999)"" was Mel Gibson as well","USER	I need to see the last boy scout, i feel like i've never seen it. maybe I have, but I just cant remember. I remember the adam sandler damon waynes film...cant remember the name though ""Bulletproof  (1996)"" that was a WEIRD adam sandler film it was like a comedy/action film...so bizarre. i just found a new movie. The Last Boyscout","SYSTEM	One more, ""Ricochet  (1991)""","USER	How about ""Cop Out  (2010)"" with bruce willis and a pre-walmart-truck-collision-accident tracy morgan I need to see ricochet too. I havent even heard of that.","SYSTEM	Oh no, never heard of that one. But 80-early 2000's action movies were really good",USER	I'm going to check those out. Some of those werd interesting. Boyscout bruce willis still has some hair left.,"SYSTEM	The ultimate is ""Cobra  (1991)""","USER	Yeah, cobra. That looked hella 80s that was 91",SYSTEM	That's funny about Bruce Willis I hope that you enjoy a few of those,USER	thanks,SYSTEM	Thanks for chatting! Goodbye!,,,,,,,,3.0,3.0,1.0,1.0,5.0,The system gave them movies in every turn that they liked and two of them they will be checking out. All without any arousal generation by them.
BM,"SYSTEM	Hi, what type of movie are you interested in?","USER	Can you recommend me some films along the lines of ""Lethal Weapon (1987)"" Something action packed I like Danny Glover films and I guess mel gibson films too","SYSTEM	Ok, what about ""The Last Boy Scout (1991)""",USER	I've never hard of that one.,"SYSTEM	""Payback  (1999)"" was Mel Gibson as well","USER	I need to see the last boy scout, i feel like i've never seen it. maybe I have, but I just cant remember. I remember the adam sandler damon waynes film...cant remember the name though ""Bulletproof  (1996)"" that was a WEIRD adam sandler film it was like a comedy/action film...so bizarre. i just found a new movie. The Last Boyscout","SYSTEM	One more, ""Ricochet  (1991)""","USER	How about ""Cop Out  (2010)"" with bruce willis and a pre-walmart-truck-collision-accident tracy morgan I need to see ricochet too. I havent even heard of that.","SYSTEM	Oh no, never heard of that one. But 80-early 2000's action movies were really good",USER	I'm going to check those out. Some of those werd interesting. Boyscout bruce willis still has some hair left.,"SYSTEM	The ultimate is ""Cobra  (1991)""","USER	Yeah, cobra. That looked hella 80s that was 91",SYSTEM	That's funny about Bruce Willis I hope that you enjoy a few of those,USER	thanks,SYSTEM	Thanks for chatting! Goodbye!,,,,,,,,3.0,2.0,3.0,0.0,4.0,The SYSTEM does its best to recommend a movie that the USER likes and wants to at least check the movie out before he/she states that he/she likes the movie or not.
BM,"SYSTEM	Hi, what type of movie are you interested in?","USER	Can you recommend me some films along the lines of ""Lethal Weapon (1987)"" Something action packed I like Danny Glover films and I guess mel gibson films too","SYSTEM	Ok, what about ""The Last Boy Scout (1991)""",USER	I've never hard of that one.,"SYSTEM	""Payback  (1999)"" was Mel Gibson as well","USER	I need to see the last boy scout, i feel like i've never seen it. maybe I have, but I just cant remember. I remember the adam sandler damon waynes film...cant remember the name though ""Bulletproof  (1996)"" that was a WEIRD adam sandler film it was like a comedy/action film...so bizarre. i just found a new movie. The Last Boyscout","SYSTEM	One more, ""Ricochet  (1991)""","USER	How about ""Cop Out  (2010)"" with bruce willis and a pre-walmart-truck-collision-accident tracy morgan I need to see ricochet too. I havent even heard of that.","SYSTEM	Oh no, never heard of that one. But 80-early 2000's action movies were really good",USER	I'm going to check those out. Some of those werd interesting. Boyscout bruce willis still has some hair left.,"SYSTEM	The ultimate is ""Cobra  (1991)""","USER	Yeah, cobra. That looked hella 80s that was 91",SYSTEM	That's funny about Bruce Willis I hope that you enjoy a few of those,USER	thanks,SYSTEM	Thanks for chatting! Goodbye!,,,,,,,,3.0,2.0,2.0,1.0,4.0,I thought the flow of the conversation was very good here. I used to work at a movie store and this is how I would approach recommendations.
BM,"SYSTEM	Hi, what type of movie are you interested in?","USER	Can you recommend me some films along the lines of ""Lethal Weapon (1987)"" Something action packed I like Danny Glover films and I guess mel gibson films too","SYSTEM	Ok, what about ""The Last Boy Scout (1991)""",USER	I've never hard of that one.,"SYSTEM	""Payback  (1999)"" was Mel Gibson as well","USER	I need to see the last boy scout, i feel like i've never seen it. maybe I have, but I just cant remember. I remember the adam sandler damon waynes film...cant remember the name though ""Bulletproof  (1996)"" that was a WEIRD adam sandler film it was like a comedy/action film...so bizarre. i just found a new movie. The Last Boyscout","SYSTEM	One more, ""Ricochet  (1991)""","USER	How about ""Cop Out  (2010)"" with bruce willis and a pre-walmart-truck-collision-accident tracy morgan I need to see ricochet too. I havent even heard of that.","SYSTEM	Oh no, never heard of that one. But 80-early 2000's action movies were really good",USER	I'm going to check those out. Some of those werd interesting. Boyscout bruce willis still has some hair left.,"SYSTEM	The ultimate is ""Cobra  (1991)""","USER	Yeah, cobra. That looked hella 80s that was 91",SYSTEM	That's funny about Bruce Willis I hope that you enjoy a few of those,USER	thanks,SYSTEM	Thanks for chatting! Goodbye!,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system quickly suggests a good movie and the user agrees to watch it
TJ,"USER	Hello. I've been hoping to find a movie similar to ""Alien  (1979)"" or ""Halloween  (1978)""","SYSTEM	How about ""A Nightmare on Elm Street (1984)""",USER	I loved that series as well.,"SYSTEM	Yes it was great. Have you seen the ""Friday the 13th  (1980)"" series?",USER	I've watched it though I just wasn't into it as much,"SYSTEM	Yeah I can understand that. It was a little different. What about ""The Thing  (1982)""","USER	Yes that was a fun one! Also ""The Blob  (1988)"" was fun","SYSTEM	I have not seen ""The Blob  (1988)."" What about ""Life  (2017)""","USER	I haven't seen that one yet. I liked ""Happy Death Day  (2017)""","SYSTEM	I tried watching that but the movie malfunctioned You could try ""10 Cloverfield Lane (2016)""",USER	lol. It's really entertaining. Probably my favorite movie of the year I want to watch that one.,"SYSTEM	Yeah I was really bummed I couldn't watch it Yeah ""10 Cloverfield Lane (2016)"" was pretty good, I think you would like it","USER	I have seen ""Cloverfield (2008)"" and liked that though.","SYSTEM	I have not seen that yet. Thank you, have a good rest of your day and happy new year",USER	Great! Thanks again!,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system was able to deliver many movies that the user likes so to me it was able to do the job that it was intended to do.
TJ,"USER	Hello. I've been hoping to find a movie similar to ""Alien  (1979)"" or ""Halloween  (1978)""","SYSTEM	How about ""A Nightmare on Elm Street (1984)""",USER	I loved that series as well.,"SYSTEM	Yes it was great. Have you seen the ""Friday the 13th  (1980)"" series?",USER	I've watched it though I just wasn't into it as much,"SYSTEM	Yeah I can understand that. It was a little different. What about ""The Thing  (1982)""","USER	Yes that was a fun one! Also ""The Blob  (1988)"" was fun","SYSTEM	I have not seen ""The Blob  (1988)."" What about ""Life  (2017)""","USER	I haven't seen that one yet. I liked ""Happy Death Day  (2017)""","SYSTEM	I tried watching that but the movie malfunctioned You could try ""10 Cloverfield Lane (2016)""",USER	lol. It's really entertaining. Probably my favorite movie of the year I want to watch that one.,"SYSTEM	Yeah I was really bummed I couldn't watch it Yeah ""10 Cloverfield Lane (2016)"" was pretty good, I think you would like it","USER	I have seen ""Cloverfield (2008)"" and liked that though.","SYSTEM	I have not seen that yet. Thank you, have a good rest of your day and happy new year",USER	Great! Thanks again!,,,,,,,,3.0,3.0,3.0,1.0,5.0,"Although the user saw most of the recommended movies, the user clearly liked all recommendations and sounded like they'd watch the last one."
TJ,"USER	Hello. I've been hoping to find a movie similar to ""Alien  (1979)"" or ""Halloween  (1978)""","SYSTEM	How about ""A Nightmare on Elm Street (1984)""",USER	I loved that series as well.,"SYSTEM	Yes it was great. Have you seen the ""Friday the 13th  (1980)"" series?",USER	I've watched it though I just wasn't into it as much,"SYSTEM	Yeah I can understand that. It was a little different. What about ""The Thing  (1982)""","USER	Yes that was a fun one! Also ""The Blob  (1988)"" was fun","SYSTEM	I have not seen ""The Blob  (1988)."" What about ""Life  (2017)""","USER	I haven't seen that one yet. I liked ""Happy Death Day  (2017)""","SYSTEM	I tried watching that but the movie malfunctioned You could try ""10 Cloverfield Lane (2016)""",USER	lol. It's really entertaining. Probably my favorite movie of the year I want to watch that one.,"SYSTEM	Yeah I was really bummed I couldn't watch it Yeah ""10 Cloverfield Lane (2016)"" was pretty good, I think you would like it","USER	I have seen ""Cloverfield (2008)"" and liked that though.","SYSTEM	I have not seen that yet. Thank you, have a good rest of your day and happy new year",USER	Great! Thanks again!,,,,,,,,3.0,3.0,0.0,1.0,5.0,The system was engaging and gave good recommendations that were relevant to the conversation.
TJ,"USER	Hello. I've been hoping to find a movie similar to ""Alien  (1979)"" or ""Halloween  (1978)""","SYSTEM	How about ""A Nightmare on Elm Street (1984)""",USER	I loved that series as well.,"SYSTEM	Yes it was great. Have you seen the ""Friday the 13th  (1980)"" series?",USER	I've watched it though I just wasn't into it as much,"SYSTEM	Yeah I can understand that. It was a little different. What about ""The Thing  (1982)""","USER	Yes that was a fun one! Also ""The Blob  (1988)"" was fun","SYSTEM	I have not seen ""The Blob  (1988)."" What about ""Life  (2017)""","USER	I haven't seen that one yet. I liked ""Happy Death Day  (2017)""","SYSTEM	I tried watching that but the movie malfunctioned You could try ""10 Cloverfield Lane (2016)""",USER	lol. It's really entertaining. Probably my favorite movie of the year I want to watch that one.,"SYSTEM	Yeah I was really bummed I couldn't watch it Yeah ""10 Cloverfield Lane (2016)"" was pretty good, I think you would like it","USER	I have seen ""Cloverfield (2008)"" and liked that though.","SYSTEM	I have not seen that yet. Thank you, have a good rest of your day and happy new year",USER	Great! Thanks again!,,,,,,,,3.0,2.0,2.0,1.0,4.0,"System provided only movies that the user had seen, but the user did like them."
M3,SYSTEM	Hi,USER	Hello! Can you recommend some romantic comedies?,SYSTEM	What kind of movies do you like to watch?,"USER	I just watched ""Nan Love Track (2016)"" and it was great","SYSTEM	Oh, I've never heard about it! I should check it out. I love romantic movies","USER	Whoops I meant ""Love Actually (2003)""","SYSTEM	Ok, I've seen that one :) Have you watched ""The Ugly Truth (2009)"" ? It's funny but also romantic. I cried in the end",USER	I've never heard of it! Sounds worth checking out,SYSTEM	The cast is amazing!,USER	I'll have to add it to my list!,"SYSTEM	Also, everybody talking about ""Love, Simon (2018)"" , it's about a gay guy falling in love with another guy. I haven't watched it yet but I've heard it's good. One of my most favorite romantic movies is ""A Walk to Remember (2002)"" Very touching Cried a gallon of tears","USER	That sounds pretty good, I'll check out ""Love, Simon (2018)"" I have seen ""A Walk to Remember (2002)"" , so sad but so good. Thanks for the suggestions!",SYSTEM	sure! I hope you will enjoy those movies bye,USER	No problem. Goodbye,,,,,,,,,3.0,3.0,3.0,0.0,4.0,The system is able to recommend a few movies that the user is interested to watch.
