ConvId,utterance0,utterance1,utterance2,utterance3,relevance1,interestingness1,overall1,utterance4,utterance5,utterance6,utterance7,relevance2,interestingness2,overall2,utterance8,utterance9,utterance10,utterance11,relevance3,interestingness3,overall3
86,SYSTEM	Hi Any genre you love?,USER	I love horror Any recommendations?,"SYSTEM	Have you seen ""The Witch  (2015)"" ?","USER	I have, that one was great! I like ""Alien: Covenant (2017)""",4,2,4,"SYSTEM	That was good too.Have you seen ""The Blackcoat's Daughter (2015)"" ?",USER	No what is it about?,SYSTEM	It is hard to explain in short the devil. but really different.,"USER	awesome I will check it out, anything like ""Resident Evil: Apocalypse (2004)"" ?",4,3,4.0,SYSTEM	No not at all.Much more indie and phsycological.,USER	ok cool any other recommendations at this point?,"SYSTEM	Um ""High Tension (2003)"" tensionA french horror.",USER	Awesome I will check it out,4,3,4
JB,SYSTEM	Hello.,USER	Hi! I am looking for a fun action movie to watch.,"SYSTEM	Do you have anything in mind you would like some suggestions for?Good category. Just a second.I'm going to assume you've watched the ""The Avengers  (2012)"" movies so I'll go to something different. Have you seen ""Justice League: Gods and Monsters (2015)"" ?","USER	I have not seen Justice League, but I have no interest in that. I liked Avengers. Just not into DC movies.",2,2,2,"SYSTEM	Have you seen ""Con Air (1997)"" or ""Skyfall (2012)"" ?I see. I'm the same way actually. I just don't like the DC universe.","USER	Not Con Air, but sounds interesting. I liked Skyfall. Best Bond movie.","SYSTEM	Do you have any interest in movies like ""Kingsman: The Secret Service (2014)"" ?","USER	I loved Kingsman, but have not seen the sequel, ""Kingsman: The Golden Circle,"" yet. Want to see it though!",4,3,4.0,"SYSTEM	I thought it was a great movie even though I'm not normally interest in those sorts of story lines. This movie is a little older but I thought ""The Girl with the Dragon Tattoo  (2009)"" the original was good.",USER	You liked the Swedish or American version better? I haven't seen either but I'm interested!,SYSTEM	American. I've never seen the Swedish version. Maybe I should watch it.Cool. I hope you like some of those.,"USER	Definitely, thank you for your help!",4,3,5
XT,SYSTEM	hello,USER	Hi!,"SYSTEM	what type of movies do you like!?have you seen the ""Star Wars"" ?the new one?","USER	I'm looking for some good drama movies like ""Million Dollar Baby (2004)""",3,1,3,SYSTEM	Yes that was a good movie!,USER	I don't like those movies. I've tried but I never got into those movies,"SYSTEM	Have you seen the new ""Rocky (2013)""?","USER	I have but I didn't like that one,",2,1,2.0,"SYSTEM	Have you seen ""Bad Moms (2016)""","USER	I like other drama like ""Changeling  (2008)"" and ""Allied (2016)"" I have but that isn't really a drama","SYSTEM	have you seen ""Dunkirk  (2017)""",USER	No,3,1,3
XT,SYSTEM	hello,USER	Hi!,"SYSTEM	what type of movies do you like!?have you seen the ""Star Wars"" ?the new one?","USER	I'm looking for some good drama movies like ""Million Dollar Baby (2004)""",3,2,3,SYSTEM	Yes that was a good movie!,USER	I don't like those movies. I've tried but I never got into those movies,"SYSTEM	Have you seen the new ""Rocky (2013)""?","USER	I have but I didn't like that one,",2,2,4.0,"SYSTEM	Have you seen ""Bad Moms (2016)""","USER	I like other drama like ""Changeling  (2008)"" and ""Allied (2016)"" I have but that isn't really a drama","SYSTEM	have you seen ""Dunkirk  (2017)""",USER	No,3,2,4
XT,SYSTEM	hello,USER	Hi!,"SYSTEM	what type of movies do you like!?have you seen the ""Star Wars"" ?the new one?","USER	I'm looking for some good drama movies like ""Million Dollar Baby (2004)""",3,3,3,SYSTEM	Yes that was a good movie!,USER	I don't like those movies. I've tried but I never got into those movies,"SYSTEM	Have you seen the new ""Rocky (2013)""?","USER	I have but I didn't like that one,",2,2,2.0,"SYSTEM	Have you seen ""Bad Moms (2016)""","USER	I like other drama like ""Changeling  (2008)"" and ""Allied (2016)"" I have but that isn't really a drama","SYSTEM	have you seen ""Dunkirk  (2017)""",USER	No,3,2,3
G0,SYSTEM	Hello. Can I recommend a few movies?,USER	Hello. I am looking for a good romance.,"SYSTEM	My favorite is ""Behind Enemy Lines  (2001)"" with Jude LawI also liked ""Immortal Beloved  (1994)"" it was a real tear jerker/",USER	I have heard good things about it. I thought it was a war movie though.,4,3,4,"SYSTEM	Then of course there is the classic ""Pretty Woman (1990).""","USER	I haven't heard of ""Immortal Beloved  (1994)"" but I will check it out.","SYSTEM	Yes, it was a war movie for sureBut the most amazing romance","USER	I saw ""Pretty Woman (1990)"" and I liked it.",4,3,5.0,SYSTEM	That is it really for the romantics for me.,USER	Okay can you suggest a good thriller for me?,"SYSTEM	I will suggest a horror romance ""Boxing Helena (1993)""That one should freak you out.",USER	I like the suggestion! Thank you for your help,4,3,5
G0,SYSTEM	Hello. Can I recommend a few movies?,USER	Hello. I am looking for a good romance.,"SYSTEM	My favorite is ""Behind Enemy Lines  (2001)"" with Jude LawI also liked ""Immortal Beloved  (1994)"" it was a real tear jerker/",USER	I have heard good things about it. I thought it was a war movie though.,4,3,4,"SYSTEM	Then of course there is the classic ""Pretty Woman (1990).""","USER	I haven't heard of ""Immortal Beloved  (1994)"" but I will check it out.","SYSTEM	Yes, it was a war movie for sureBut the most amazing romance","USER	I saw ""Pretty Woman (1990)"" and I liked it.",1,2,3.0,SYSTEM	That is it really for the romantics for me.,USER	Okay can you suggest a good thriller for me?,"SYSTEM	I will suggest a horror romance ""Boxing Helena (1993)""That one should freak you out.",USER	I like the suggestion! Thank you for your help,4,3,5
G0,SYSTEM	Hello. Can I recommend a few movies?,USER	Hello. I am looking for a good romance.,"SYSTEM	My favorite is ""Behind Enemy Lines  (2001)"" with Jude LawI also liked ""Immortal Beloved  (1994)"" it was a real tear jerker/",USER	I have heard good things about it. I thought it was a war movie though.,2,3,1,"SYSTEM	Then of course there is the classic ""Pretty Woman (1990).""","USER	I haven't heard of ""Immortal Beloved  (1994)"" but I will check it out.","SYSTEM	Yes, it was a war movie for sureBut the most amazing romance","USER	I saw ""Pretty Woman (1990)"" and I liked it.",1,3,3.0,SYSTEM	That is it really for the romantics for me.,USER	Okay can you suggest a good thriller for me?,"SYSTEM	I will suggest a horror romance ""Boxing Helena (1993)""That one should freak you out.",USER	I like the suggestion! Thank you for your help,4,3,5
7B,"SYSTEM	Hello, I'm Ashton.",USER	Hi. I was wondering if you could recommend some movies. I like romantic comedy and war movies.,"SYSTEM	I saw ""Dunkirk  (2017)"" last year and greatly enjoyed it","USER	My favorites are ""While You Were Sleeping  (1995)"" and ""We Were Soldiers (2002)"" I saw Dunkirk, but it wasn't my favorite",2,3,2,SYSTEM	Do you know any good SciFi movies?,"USER	""Independence Day  (2000)"" and ""Men in Black  (1997)""","SYSTEM	""Men in Black  (1997)"" is a funny one. I think about ""Blade Runner 2049 (2017)"" more than I expected.","USER	I haven't seen ""Blade Runner (1982)""",3,3,3.0,SYSTEM	I do not watch enough Romantic Comedies to recommend one.,"USER	Okay. I might try ""Blade Runner (1982)"" if it is good I also like ""The Patriot  (2000)"" Mel Gibson does such a great job with war movies","SYSTEM	Agreed. I want to see ""Hacksaw Ridge"" made by him.",USER	It is a great movie! I bought it.,4,3,5
7B,"SYSTEM	Hello, I'm Ashton.",USER	Hi. I was wondering if you could recommend some movies. I like romantic comedy and war movies.,"SYSTEM	I saw ""Dunkirk  (2017)"" last year and greatly enjoyed it","USER	My favorites are ""While You Were Sleeping  (1995)"" and ""We Were Soldiers (2002)"" I saw Dunkirk, but it wasn't my favorite",2,3,2,SYSTEM	Do you know any good SciFi movies?,"USER	""Independence Day  (2000)"" and ""Men in Black  (1997)""","SYSTEM	""Men in Black  (1997)"" is a funny one. I think about ""Blade Runner 2049 (2017)"" more than I expected.","USER	I haven't seen ""Blade Runner (1982)""",3,3,3.0,SYSTEM	I do not watch enough Romantic Comedies to recommend one.,"USER	Okay. I might try ""Blade Runner (1982)"" if it is good I also like ""The Patriot  (2000)"" Mel Gibson does such a great job with war movies","SYSTEM	Agreed. I want to see ""Hacksaw Ridge"" made by him.",USER	It is a great movie! I bought it.,4,3,5
7B,"SYSTEM	Hello, I'm Ashton.",USER	Hi. I was wondering if you could recommend some movies. I like romantic comedy and war movies.,"SYSTEM	I saw ""Dunkirk  (2017)"" last year and greatly enjoyed it","USER	My favorites are ""While You Were Sleeping  (1995)"" and ""We Were Soldiers (2002)"" I saw Dunkirk, but it wasn't my favorite",2,1,2,SYSTEM	Do you know any good SciFi movies?,"USER	""Independence Day  (2000)"" and ""Men in Black  (1997)""","SYSTEM	""Men in Black  (1997)"" is a funny one. I think about ""Blade Runner 2049 (2017)"" more than I expected.","USER	I haven't seen ""Blade Runner (1982)""",3,3,3.0,SYSTEM	I do not watch enough Romantic Comedies to recommend one.,"USER	Okay. I might try ""Blade Runner (1982)"" if it is good I also like ""The Patriot  (2000)"" Mel Gibson does such a great job with war movies","SYSTEM	Agreed. I want to see ""Hacksaw Ridge"" made by him.",USER	It is a great movie! I bought it.,4,3,5
HZ,SYSTEM	Hi,USER	Hello! Can you recommend some romantic comedies?,SYSTEM	What kind of movies do you like to watch?sure!,"USER	I just watched ""Nan Love Track (2016)"" and it was great",1,2,3,"SYSTEM	Oh, I've never heard about it! I should check it out. I love romantic movies","USER	Whoops I meant ""Love Actually (2003)""","SYSTEM	Ok, I've seen that one :)Have you watched ""The Ugly Truth (2009)"" ?It's funny but also romantic. I cried in the end",USER	I've never heard of it! Sounds worth checking out,4,3,5.0,SYSTEM	The cast is amazing!,USER	I'll have to add it to my list!,"SYSTEM	Also, everybody talking about ""Love, Simon (2018)"" , it's about a gay guy falling in love with another guy. I haven't watched it yet but I've heard it's goodOne of my most favorite romantic movies is ""A Walk to Remember (2002)""Very touchingCried a gallon of tears","USER	That sounds pretty good, I'll check out ""Love, Simon (2018)"" I have seen ""A Walk to Remember (2002)"" , so sad but so good Thanks for the suggestions!",4,3,5
HZ,SYSTEM	Hi,USER	Hello! Can you recommend some romantic comedies?,SYSTEM	What kind of movies do you like to watch?sure!,"USER	I just watched ""Nan Love Track (2016)"" and it was great",1,1,1,"SYSTEM	Oh, I've never heard about it! I should check it out. I love romantic movies","USER	Whoops I meant ""Love Actually (2003)""","SYSTEM	Ok, I've seen that one :)Have you watched ""The Ugly Truth (2009)"" ?It's funny but also romantic. I cried in the end",USER	I've never heard of it! Sounds worth checking out,4,3,5.0,SYSTEM	The cast is amazing!,USER	I'll have to add it to my list!,"SYSTEM	Also, everybody talking about ""Love, Simon (2018)"" , it's about a gay guy falling in love with another guy. I haven't watched it yet but I've heard it's goodOne of my most favorite romantic movies is ""A Walk to Remember (2002)""Very touchingCried a gallon of tears","USER	That sounds pretty good, I'll check out ""Love, Simon (2018)"" I have seen ""A Walk to Remember (2002)"" , so sad but so good Thanks for the suggestions!",4,3,5
HZ,SYSTEM	Hi,USER	Hello! Can you recommend some romantic comedies?,SYSTEM	What kind of movies do you like to watch?sure!,"USER	I just watched ""Nan Love Track (2016)"" and it was great",4,3,5,"SYSTEM	Oh, I've never heard about it! I should check it out. I love romantic movies","USER	Whoops I meant ""Love Actually (2003)""","SYSTEM	Ok, I've seen that one :)Have you watched ""The Ugly Truth (2009)"" ?It's funny but also romantic. I cried in the end",USER	I've never heard of it! Sounds worth checking out,4,3,5.0,SYSTEM	The cast is amazing!,USER	I'll have to add it to my list!,"SYSTEM	Also, everybody talking about ""Love, Simon (2018)"" , it's about a gay guy falling in love with another guy. I haven't watched it yet but I've heard it's goodOne of my most favorite romantic movies is ""A Walk to Remember (2002)""Very touchingCried a gallon of tears","USER	That sounds pretty good, I'll check out ""Love, Simon (2018)"" I have seen ""A Walk to Remember (2002)"" , so sad but so good Thanks for the suggestions!",4,3,5
2H,SYSTEM	what types of movies would you like me to recommend tonight?hello?,USER	Hi sorry. Um maybe a good movie about the paranormal,"SYSTEM	ooh okay good pick! ""Annabelle  (2014)""",USER	Hmm I haven't seen that. What's it about?,3,3,4,"SYSTEM	or ""The Amityville Horror  (1979)"" is always a go to classica doll that apparently has paranormal powersi kept my light on at night for like a week after seeing it ha","USER	Oh many dolls scare the crap out of me. Even though it's super cheesey ""Child's Play  (1988)"" traumatized me as a kid.","SYSTEM	""Bride of Chucky (1998)"" terrified me toostupid dolls!",USER	Haha well at least by that time I was a little more grown up. What kind of movies do you like?&gt;,4,3,5.0,SYSTEM	documentaries!,"USER	I just watched ""Man on Wire (2008)"" last night. So good.",SYSTEM	never seen it!,USER	It's a must watch. Pretty sure it won the oscar the year it came out. Check it out on netflix. Well until next t ime. See ya!,1,2,3
2H,SYSTEM	what types of movies would you like me to recommend tonight?hello?,USER	Hi sorry. Um maybe a good movie about the paranormal,"SYSTEM	ooh okay good pick! ""Annabelle  (2014)""",USER	Hmm I haven't seen that. What's it about?,3,3,3,"SYSTEM	or ""The Amityville Horror  (1979)"" is always a go to classica doll that apparently has paranormal powersi kept my light on at night for like a week after seeing it ha","USER	Oh many dolls scare the crap out of me. Even though it's super cheesey ""Child's Play  (1988)"" traumatized me as a kid.","SYSTEM	""Bride of Chucky (1998)"" terrified me toostupid dolls!",USER	Haha well at least by that time I was a little more grown up. What kind of movies do you like?&gt;,3,3,3.0,SYSTEM	documentaries!,"USER	I just watched ""Man on Wire (2008)"" last night. So good.",SYSTEM	never seen it!,USER	It's a must watch. Pretty sure it won the oscar the year it came out. Check it out on netflix. Well until next t ime. See ya!,1,1,3
2H,SYSTEM	what types of movies would you like me to recommend tonight?hello?,USER	Hi sorry. Um maybe a good movie about the paranormal,"SYSTEM	ooh okay good pick! ""Annabelle  (2014)""",USER	Hmm I haven't seen that. What's it about?,3,3,3,"SYSTEM	or ""The Amityville Horror  (1979)"" is always a go to classica doll that apparently has paranormal powersi kept my light on at night for like a week after seeing it ha","USER	Oh many dolls scare the crap out of me. Even though it's super cheesey ""Child's Play  (1988)"" traumatized me as a kid.","SYSTEM	""Bride of Chucky (1998)"" terrified me toostupid dolls!",USER	Haha well at least by that time I was a little more grown up. What kind of movies do you like?&gt;,3,3,3.0,SYSTEM	documentaries!,"USER	I just watched ""Man on Wire (2008)"" last night. So good.",SYSTEM	never seen it!,USER	It's a must watch. Pretty sure it won the oscar the year it came out. Check it out on netflix. Well until next t ime. See ya!,1,2,3
0A,SYSTEM	Hello!,USER	Hi there! Can you help me find some gorey movies?,"SYSTEM	Okay. Have you seen ""Saving Private Ryan (1998)?"" It has one scene that is.","USER	No, I haven't. I was leaning more towards horror films that are filled with gore.",3,3,5,"SYSTEM	Okay. I know ""Underworld: Evolution (2006)"" has a lot but not sure it's horror.",USER	Haven't watched that one. Do you know what it's about?,"SYSTEM	Vampires and the like.It's pretty much one super powerful vampire goes on the war path to free his werewolf brother. Another vampire, werewolf and a team of humans have to stop him.",USER	Thank you for the explanation.,4,3,5.0,"SYSTEM	""Cyborg X"" is a sci fi but fits with what you want.","USER	Never heard of it, I'll check it out!","SYSTEM	I found it on Amazon Video by accident. ""Lord of Illusions (1995)"" is a horror but mild compared to the others. That I mentioned of course.","USER	Ok great, thank you. You gave me all older movies that I'm not familiar with, so it will give me a new world to explore!",4,3,5
0A,SYSTEM	Hello!,USER	Hi there! Can you help me find some gorey movies?,"SYSTEM	Okay. Have you seen ""Saving Private Ryan (1998)?"" It has one scene that is.","USER	No, I haven't. I was leaning more towards horror films that are filled with gore.",3,1,3,"SYSTEM	Okay. I know ""Underworld: Evolution (2006)"" has a lot but not sure it's horror.",USER	Haven't watched that one. Do you know what it's about?,"SYSTEM	Vampires and the like.It's pretty much one super powerful vampire goes on the war path to free his werewolf brother. Another vampire, werewolf and a team of humans have to stop him.",USER	Thank you for the explanation.,3,2,3.0,"SYSTEM	""Cyborg X"" is a sci fi but fits with what you want.","USER	Never heard of it, I'll check it out!","SYSTEM	I found it on Amazon Video by accident. ""Lord of Illusions (1995)"" is a horror but mild compared to the others. That I mentioned of course.","USER	Ok great, thank you. You gave me all older movies that I'm not familiar with, so it will give me a new world to explore!",4,3,5
